date,product_id,product_name,sales_quantity,inventory_level,region
2024-11-12,P002,Product B,85,599,South
2024-11-12,P003,Product C,119,221,West
2024-11-13,P001,Product A,138,272,North
2024-11-13,P002,Product B,57,379,South
2024-11-13,P003,Product C,110,412,West
2024-11-14,P001,Product A,110,475,North
2024-11-14,P002,Product B,64,279,South
2024-11-14,P003,Product C,111,270,West
2024-11-15,P001,Product A,67,291,North
2024-11-15,P002,Product B,85,260,South
2024-11-15,P003,Product C,72,547,West
2024-11-16,P001,Product A,140,370,North
2024-11-16,P002,Product B,66,323,South
2024-11-16,P003,Product C,66,209,West
2024-11-17,P001,Product A,50,559,North
2024-11-17,P002,Product B,91,482,South
2024-11-17,P003,Product C,77,539,West
2024-11-18,P001,Product A,74,314,North
2024-11-18,P002,Product B,55,207,South
2024-11-18,P003,Product C,127,289,West
2024-11-19,P001,Product A,51,383,North
2024-11-19,P002,Product B,145,360,South
2024-11-19,P003,Product C,143,494,West
2024-11-20,P001,Product A,92,203,North
2024-11-20,P002,Product B,66,220,South
2024-11-20,P003,Product C,90,571,West
2024-11-21,P001,Product A,104,432,North
2024-11-21,P002,Product B,66,481,South
2024-11-21,P003,Product C,102,238,West
2024-11-22,P001,Product A,111,267,North
2024-11-22,P002,Product B,146,418,South
2024-11-22,P003,Product C,60,348,West
2024-11-23,P001,Product A,87,595,North
2024-11-23,P002,Product B,123,457,South
2024-11-23,P003,Product C,119,284,West
2024-11-24,P001,Product A,56,460,North
2024-11-24,P002,Product B,140,217,South
2024-11-24,P003,Product C,136,469,West
2024-11-25,P001,Product A,79,367,North
2024-11-25,P002,Product B,66,576,South
2024-11-25,P003,Product C,122,565,West
2024-11-26,P001,Product A,149,542,North
2024-11-26,P002,Product B,113,406,South
2024-11-26,P003,Product C,69,546,West
2024-11-27,P001,Product A,64,417,North
2024-11-27,P002,Product B,101,403,South
2024-11-27,P003,Product C,91,211,West
2024-11-28,P001,Product A,138,598,North
2024-11-28,P002,Product B,108,573,South
2024-11-28,P003,Product C,146,260,West
2024-11-29,P001,Product A,71,452,North
2024-11-29,P002,Product B,134,560,South
2024-11-29,P003,Product C,92,523,West
2024-11-30,P001,Product A,57,233,North
2024-11-30,P002,Product B,147,490,South
2024-11-30,P003,Product C,57,461,West
2024-12-01,P001,Product A,135,440,North
2024-12-01,P002,Product B,55,524,South
2024-12-01,P003,Product C,58,593,West
2024-12-02,P001,Product A,143,290,North
2024-12-02,P002,Product B,109,341,South
2024-12-02,P003,Product C,145,590,West
2024-12-03,P001,Product A,53,554,North
2024-12-03,P002,Product B,82,509,South
2024-12-03,P003,Product C,86,504,West
2024-12-04,P001,Product A,98,444,North
2024-12-04,P002,Product B,137,400,South
2024-12-04,P003,Product C,100,204,West
2024-12-05,P001,Product A,147,236,North
2024-12-05,P002,Product B,102,449,South
2024-12-05,P003,Product C,112,556,West
2024-12-06,P001,Product A,88,398,North
2024-12-06,P002,Product B,131,357,South
2024-12-06,P003,Product C,140,337,West
2024-12-07,P001,Product A,52,572,North
2024-12-07,P002,Product B,143,227,South
2024-12-07,P003,Product C,54,415,West
2024-12-08,P001,Product A,77,464,North
2024-12-08,P002,Product B,140,491,South
2024-12-08,P003,Product C,70,385,West
2024-12-09,P001,Product A,143,357,North
2024-12-09,P002,Product B,132,491,South
2024-12-09,P003,Product C,76,510,West
2024-12-10,P001,Product A,87,468,North
2024-12-10,P002,Product B,146,314,South
2024-12-10,P003,Product C,62,345,West
2024-12-11,P001,Product A,121,489,North
2024-12-11,P002,Product B,79,326,South
2024-12-11,P003,Product C,62,449,West
2024-12-12,P001,Product A,140,314,North
2024-12-12,P002,Product B,136,391,South
2024-12-12,P003,Product C,87,427,West
2024-12-13,P001,Product A,64,314,North
2024-12-13,P002,Product B,141,317,South
2024-12-13,P003,Product C,114,525,West
2024-12-14,P001,Product A,67,219,North
2024-12-14,P002,Product B,107,263,South
2024-12-14,P003,Product C,63,504,West
2024-12-15,P001,Product A,62,469,North
2024-12-15,P002,Product B,126,414,South
2024-12-15,P003,Product C,60,383,West
2024-12-16,P001,Product A,109,221,North
2024-12-16,P002,Product B,80,437,South
2024-12-16,P003,Product C,58,511,West
2024-12-17,P001,Product A,91,386,North
2024-12-17,P002,Product B,50,469,South
2024-12-17,P003,Product C,74,407,West
2024-12-18,P001,Product A,84,361,North
2024-12-18,P002,Product B,110,221,South
2024-12-18,P003,Product C,88,276,West
2024-12-19,P001,Product A,61,365,North
2024-12-19,P002,Product B,79,463,South
2024-12-19,P003,Product C,66,207,West
2024-12-20,P001,Product A,97,497,North
2024-12-20,P002,Product B,134,292,South
2024-12-20,P003,Product C,144,588,West
2024-12-21,P001,Product A,119,533,North
2024-12-21,P002,Product B,84,523,South
2024-12-21,P003,Product C,107,423,West
2024-12-22,P001,Product A,132,441,North
2024-12-22,P002,Product B,103,276,South
2024-12-22,P003,Product C,148,328,West
2024-12-23,P001,Product A,138,586,North
2024-12-23,P002,Product B,130,330,South
2024-12-23,P003,Product C,130,318,West
2024-12-24,P001,Product A,102,504,North
2024-12-24,P002,Product B,63,355,South
2024-12-24,P003,Product C,117,289,West
2024-12-25,P001,Product A,100,517,North
2024-12-25,P002,Product B,71,353,South
2024-12-25,P003,Product C,132,481,West
2024-12-26,P001,Product A,119,435,North
2024-12-26,P002,Product B,117,502,South
2024-12-26,P003,Product C,86,266,West
2024-12-27,P001,Product A,112,220,North
2024-12-27,P002,Product B,121,299,South
2024-12-27,P003,Product C,94,496,West
2024-12-28,P001,Product A,57,312,North
2024-12-28,P002,Product B,147,264,South
2024-12-28,P003,Product C,100,521,West
2024-12-29,P001,Product A,105,408,North
2024-12-29,P002,Product B,57,427,South
2024-12-29,P003,Product C,51,283,West
2024-12-30,P001,Product A,150,561,North
2024-12-30,P002,Product B,123,414,South
2024-12-30,P003,Product C,89,383,West
2024-12-31,P001,Product A,87,544,North
2024-12-31,P002,Product B,51,388,South
2024-12-31,P003,Product C,115,516,West
2025-01-01,P001,Product A,71,468,North
2025-01-01,P002,Product B,81,475,South
2025-01-01,P003,Product C,97,443,West
2025-01-02,P001,Product A,69,588,North
2025-01-02,P002,Product B,118,313,South
2025-01-02,P003,Product C,86,293,West
2025-01-03,P001,Product A,141,360,North
2025-01-03,P002,Product B,103,470,South
2025-01-03,P003,Product C,81,376,West
2025-01-04,P001,Product A,125,397,North
2025-01-04,P002,Product B,51,474,South
2025-01-04,P003,Product C,130,521,West
2025-01-05,P001,Product A,126,326,North
2025-01-05,P002,Product B,62,410,South
2025-01-05,P003,Product C,72,230,West
2025-01-06,P001,Product A,79,487,North
2025-01-06,P002,Product B,58,579,South
2025-01-06,P003,Product C,52,336,West
2025-01-07,P001,Product A,130,533,North
2025-01-07,P002,Product B,69,396,South
2025-01-07,P003,Product C,87,403,West
2025-01-08,P001,Product A,88,566,North
2025-01-08,P002,Product B,67,415,South
2025-01-08,P003,Product C,141,368,West
2025-01-09,P001,Product A,103,547,North
2025-01-09,P002,Product B,70,597,South
2025-01-09,P003,Product C,55,379,West
2025-01-10,P001,Product A,92,509,North
2025-01-10,P002,Product B,72,573,South
2025-01-10,P003,Product C,63,484,West
2025-01-11,P001,Product A,129,594,North
2025-01-11,P002,Product B,60,543,South
2025-01-11,P003,Product C,133,427,West
2025-01-12,P001,Product A,104,479,North
2025-01-12,P002,Product B,138,305,South
2025-01-12,P003,Product C,131,398,West
2025-01-13,P001,Product A,90,394,North
2025-01-13,P002,Product B,104,481,South
2025-01-13,P003,Product C,63,280,West
2025-01-14,P001,Product A,81,291,North
2025-01-14,P002,Product B,62,444,South
2025-01-14,P003,Product C,65,450,West
2025-01-15,P001,Product A,133,376,North
2025-01-15,P002,Product B,52,205,South
2025-01-15,P003,Product C,93,369,West
2025-01-16,P001,Product A,116,535,North
2025-01-16,P002,Product B,116,580,South
2025-01-16,P003,Product C,128,592,West
2025-01-17,P001,Product A,76,489,North
2025-01-17,P002,Product B,68,235,South
2025-01-17,P003,Product C,108,352,West
2025-01-18,P001,Product A,118,590,North
2025-01-18,P002,Product B,114,223,South
2025-01-18,P003,Product C,62,217,West
2025-01-19,P001,Product A,58,446,North
2025-01-19,P002,Product B,119,512,South
2025-01-19,P003,Product C,90,565,West
2025-01-20,P001,Product A,81,591,North
2025-01-20,P002,Product B,122,552,South
2025-01-20,P003,Product C,70,407,West
2025-01-21,P001,Product A,54,430,North
2025-01-21,P002,Product B,58,564,South
2025-01-21,P003,Product C,63,595,West
2025-01-22,P001,Product A,123,247,North
2025-01-22,P002,Product B,83,590,South
2025-01-22,P003,Product C,81,402,West
2025-01-23,P001,Product A,99,454,North
2025-01-23,P002,Product B,124,435,South
2025-01-23,P003,Product C,65,231,West
2025-01-24,P001,Product A,65,498,North
2025-01-24,P002,Product B,135,390,South
2025-01-24,P003,Product C,149,489,West
2025-01-25,P001,Product A,109,596,North
2025-01-25,P002,Product B,61,232,South
2025-01-25,P003,Product C,142,450,West
2025-01-26,P001,Product A,104,242,North
2025-01-26,P002,Product B,128,528,South
2025-01-26,P003,Product C,114,283,West
2025-01-27,P001,Product A,133,206,North
2025-01-27,P002,Product B,145,296,South
2025-01-27,P003,Product C,128,422,West
2025-01-28,P001,Product A,130,261,North
2025-01-28,P002,Product B,147,484,South
2025-01-28,P003,Product C,103,574,West
2025-01-29,P001,Product A,122,478,North
2025-01-29,P002,Product B,139,578,South
2025-01-29,P003,Product C,59,589,West
2025-01-30,P001,Product A,79,540,North
2025-01-30,P002,Product B,79,342,South
2025-01-30,P003,Product C,125,231,West
2025-01-31,P001,Product A,149,227,North
2025-01-31,P002,Product B,147,346,South
2025-01-31,P003,Product C,73,432,West
2025-02-01,P001,Product A,102,453,North
2025-02-01,P002,Product B,63,413,South
2025-02-01,P003,Product C,82,509,West
2025-02-02,P001,Product A,97,511,North
2025-02-02,P002,Product B,68,350,South
2025-02-02,P003,Product C,136,343,West
2025-02-03,P001,Product A,64,552,North
2025-02-03,P002,Product B,74,239,South
2025-02-03,P003,Product C,135,507,West
2025-02-04,P001,Product A,112,572,North
2025-02-04,P002,Product B,73,268,South
2025-02-04,P003,Product C,124,391,West
2025-02-05,P001,Product A,101,267,North
2025-02-05,P002,Product B,78,418,South
2025-02-05,P003,Product C,64,589,West
2025-02-06,P001,Product A,52,201,North
2025-02-06,P002,Product B,112,422,South
2025-02-06,P003,Product C,100,592,West
2025-02-07,P001,Product A,129,372,North
2025-02-07,P002,Product B,113,379,South
2025-02-07,P003,Product C,111,519,West
2025-02-08,P001,Product A,108,321,North
2025-02-08,P002,Product B,91,529,South
2025-02-08,P003,Product C,114,333,West
2025-02-09,P001,Product A,56,398,North
2025-02-09,P002,Product B,104,429,South
2025-02-09,P003,Product C,83,505,West
2025-02-10,P001,Product A,115,465,North
2025-02-10,P002,Product B,64,291,South
2025-02-10,P003,Product C,72,371,West
2025-02-11,P001,Product A,61,369,North
2025-02-11,P002,Product B,118,244,South
2025-02-11,P003,Product C,92,325,West
2025-02-12,P001,Product A,120,548,North
2025-02-12,P002,Product B,70,415,South
2025-02-12,P003,Product C,122,474,West
2025-02-13,P001,Product A,59,356,North
2025-02-13,P002,Product B,114,499,South
2025-02-13,P003,Product C,139,204,West
2025-02-14,P001,Product A,96,259,North
2025-02-14,P002,Product B,124,439,South
2025-02-14,P003,Product C,56,491,West
2025-02-15,P001,Product A,104,529,North
2025-02-15,P002,Product B,136,212,South
2025-02-15,P003,Product C,133,465,West
2025-02-16,P001,Product A,147,328,North
2025-02-16,P002,Product B,51,371,South
2025-02-16,P003,Product C,114,588,West
2025-02-17,P001,Product A,96,508,North
2025-02-17,P002,Product B,139,503,South
2025-02-17,P003,Product C,106,380,West
2025-02-18,P001,Product A,52,571,North
2025-02-18,P002,Product B,120,314,South
2025-02-18,P003,Product C,125,237,West
2025-02-19,P001,Product A,73,454,North
2025-02-19,P002,Product B,139,544,South
2025-02-19,P003,Product C,54,596,West
2025-02-20,P001,Product A,113,393,North
2025-02-20,P002,Product B,83,426,South
2025-02-20,P003,Product C,63,512,West
2025-02-21,P001,Product A,53,560,North
2025-02-21,P002,Product B,78,309,South
2025-02-21,P003,Product C,58,561,West
2025-02-22,P001,Product A,140,475,North
2025-02-22,P002,Product B,89,280,South
2025-02-22,P003,Product C,56,267,West
2025-02-23,P001,Product A,147,582,North
2025-02-23,P002,Product B,67,211,South
2025-02-23,P003,Product C,116,356,West
2025-02-24,P001,Product A,82,493,North
2025-02-24,P002,Product B,144,345,South
2025-02-24,P003,Product C,145,384,West
2025-02-25,P001,Product A,116,485,North
2025-02-25,P002,Product B,90,383,South
2025-02-25,P003,Product C,130,589,West
2025-02-26,P001,Product A,143,527,North
2025-02-26,P002,Product B,109,498,South
2025-02-26,P003,Product C,116,542,West
2025-02-27,P001,Product A,73,228,North
2025-02-27,P002,Product B,131,349,South
2025-02-27,P003,Product C,88,485,West
2025-02-28,P001,Product A,130,385,North
2025-02-28,P002,Product B,99,297,South
2025-02-28,P003,Product C,99,323,West
2025-03-01,P001,Product A,104,518,North
2025-03-01,P002,Product B,58,344,South
2025-03-01,P003,Product C,81,230,West
2025-03-02,P001,Product A,58,345,North
2025-03-02,P002,Product B,128,360,South
2025-03-02,P003,Product C,93,389,West
2025-03-03,P001,Product A,122,511,North
2025-03-03,P002,Product B,109,272,South
2025-03-03,P003,Product C,83,421,West
2025-03-04,P001,Product A,90,540,North
2025-03-04,P002,Product B,107,290,South
2025-03-04,P003,Product C,127,427,West
2025-03-05,P001,Product A,80,481,North
2025-03-05,P002,Product B,88,508,South
2025-03-05,P003,Product C,99,465,West
2025-03-06,P001,Product A,69,428,North
2025-03-06,P002,Product B,83,211,South
2025-03-06,P003,Product C,143,560,West
2025-03-07,P001,Product A,122,283,North
2025-03-07,P002,Product B,102,384,South
2025-03-07,P003,Product C,118,302,West
2025-03-08,P001,Product A,107,222,North
2025-03-08,P002,Product B,149,404,South
2025-03-08,P003,Product C,59,236,West
2025-03-09,P001,Product A,94,536,North
2025-03-09,P002,Product B,63,490,South
2025-03-09,P003,Product C,60,412,West
2025-03-10,P001,Product A,99,574,North
2025-03-10,P002,Product B,136,595,South
2025-03-10,P003,Product C,82,403,West
2025-03-11,P001,Product A,55,334,North
2025-03-11,P002,Product B,105,593,South
2025-03-11,P003,Product C,116,374,West
2025-03-12,P001,Product A,97,278,North
2025-03-12,P002,Product B,125,384,South
2025-03-12,P003,Product C,124,557,West
2025-03-13,P001,Product A,118,457,North
2025-03-13,P002,Product B,145,454,South
2025-03-13,P003,Product C,121,351,West
2025-03-14,P001,Product A,97,411,North
2025-03-14,P002,Product B,106,421,South
2025-03-14,P003,Product C,102,535,West
2025-03-15,P001,Product A,64,287,North
2025-03-15,P002,Product B,140,549,South
2025-03-15,P003,Product C,71,221,West
2025-03-16,P001,Product A,131,552,North
2025-03-16,P002,Product B,76,513,South
2025-03-16,P003,Product C,132,209,West
2025-03-17,P001,Product A,83,247,North
2025-03-17,P002,Product B,58,600,South
2025-03-17,P003,Product C,88,596,West
2025-03-18,P001,Product A,122,383,North
2025-03-18,P002,Product B,76,235,South
2025-03-18,P003,Product C,102,426,West
2025-03-19,P001,Product A,116,463,North
2025-03-19,P002,Product B,104,527,South
2025-03-19,P003,Product C,103,208,West
2025-03-20,P001,Product A,82,317,North
2025-03-20,P002,Product B,117,541,South
2025-03-20,P003,Product C,100,506,West
2025-03-21,P001,Product A,142,463,North
2025-03-21,P002,Product B,57,265,South
2025-03-21,P003,Product C,88,429,West
2025-03-22,P001,Product A,83,580,North
2025-03-22,P002,Product B,130,346,South
2025-03-22,P003,Product C,60,258,West
2025-03-23,P001,Product A,117,406,North
2025-03-23,P002,Product B,142,236,South
2025-03-23,P003,Product C,112,278,West
2025-03-24,P001,Product A,140,477,North
2025-03-24,P002,Product B,86,482,South
2025-03-24,P003,Product C,87,281,West
2025-03-25,P001,Product A,129,500,North
2025-03-25,P002,Product B,88,394,South
2025-03-25,P003,Product C,142,299,West
2025-03-26,P001,Product A,82,436,North
2025-03-26,P002,Product B,55,398,South
2025-03-26,P003,Product C,144,421,West
2025-03-27,P001,Product A,51,536,North
2025-03-27,P002,Product B,145,262,South
2025-03-27,P003,Product C,79,261,West
2025-03-28,P001,Product A,109,492,North
2025-03-28,P002,Product B,77,226,South
2025-03-28,P003,Product C,76,478,West
2025-03-29,P001,Product A,102,355,North
2025-03-29,P002,Product B,127,282,South
2025-03-29,P003,Product C,112,247,West
2025-03-30,P001,Product A,59,296,North
2025-03-30,P002,Product B,106,290,South
2025-03-30,P003,Product C,121,289,West
2025-03-31,P001,Product A,127,338,North
2025-03-31,P002,Product B,103,464,South
2025-03-31,P003,Product C,96,371,West
2025-04-01,P001,Product A,68,480,North
2025-04-01,P002,Product B,102,273,South
2025-04-01,P003,Product C,137,330,West
2025-04-02,P001,Product A,91,377,North
2025-04-02,P002,Product B,106,550,South
2025-04-02,P003,Product C,65,245,West
2025-04-03,P001,Product A,140,371,North
2025-04-03,P002,Product B,103,255,South
2025-04-03,P003,Product C,57,315,West
2025-04-04,P001,Product A,103,391,North
2025-04-04,P002,Product B,85,392,South
2025-04-04,P003,Product C,51,338,West
2025-04-05,P001,Product A,105,522,North
2025-04-05,P002,Product B,142,316,South
2025-04-05,P003,Product C,79,546,West
2025-04-06,P001,Product A,107,532,North
2025-04-06,P002,Product B,83,424,South
2025-04-06,P003,Product C,109,403,West
2025-04-07,P001,Product A,131,397,North
2025-04-07,P002,Product B,125,262,South
2025-04-07,P003,Product C,108,470,West
2025-04-08,P001,Product A,97,279,North
2025-04-08,P002,Product B,51,519,South
2025-04-08,P003,Product C,106,333,West
2025-04-09,P001,Product A,72,486,North
2025-04-09,P002,Product B,62,425,South
2025-04-09,P003,Product C,147,532,West
2025-04-10,P001,Product A,50,374,North
2025-04-10,P002,Product B,81,436,South
2025-04-10,P003,Product C,87,595,West
2025-04-11,P001,Product A,108,361,North
2025-04-11,P002,Product B,58,286,South
2025-04-11,P003,Product C,119,431,West
2025-04-12,P001,Product A,63,422,North
2025-04-12,P002,Product B,130,322,South
2025-04-12,P003,Product C,126,288,West
2025-04-13,P001,Product A,143,212,North
2025-04-13,P002,Product B,63,486,South
2025-04-13,P003,Product C,96,331,West
2025-04-14,P001,Product A,73,361,North
2025-04-14,P002,Product B,53,595,South
2025-04-14,P003,Product C,101,282,West
2025-04-15,P001,Product A,80,411,North
2025-04-15,P002,Product B,58,293,South
2025-04-15,P003,Product C,140,563,West
2025-04-16,P001,Product A,125,222,North
2025-04-16,P002,Product B,113,259,South
2025-04-16,P003,Product C,66,425,West
2025-04-17,P001,Product A,74,305,North
2025-04-17,P002,Product B,85,496,South
2025-04-17,P003,Product C,129,449,West
2025-04-18,P001,Product A,50,578,North
2025-04-18,P002,Product B,147,547,South
2025-04-18,P003,Product C,64,335,West
2025-04-19,P001,Product A,71,599,North
2025-04-19,P002,Product B,140,312,South
2025-04-19,P003,Product C,92,381,West
2025-04-20,P001,Product A,99,218,North
2025-04-20,P002,Product B,134,559,South
2025-04-20,P003,Product C,108,541,West
2025-04-21,P001,Product A,57,470,North
2025-04-21,P002,Product B,136,559,South
2025-04-21,P003,Product C,89,593,West
2025-04-22,P001,Product A,71,352,North
2025-04-22,P002,Product B,64,514,South
2025-04-22,P003,Product C,106,569,West
2025-04-23,P001,Product A,52,393,North
2025-04-23,P002,Product B,110,354,South
2025-04-23,P003,Product C,145,291,West
2025-04-24,P001,Product A,94,439,North
2025-04-24,P002,Product B,79,397,South
2025-04-24,P003,Product C,136,545,West
2025-04-25,P001,Product A,109,502,North
2025-04-25,P002,Product B,118,357,South
2025-04-25,P003,Product C,87,446,West
2025-04-26,P001,Product A,100,486,North
2025-04-26,P002,Product B,102,220,South
2025-04-26,P003,Product C,130,418,West
2025-04-27,P001,Product A,71,581,North
2025-04-27,P002,Product B,108,569,South
2025-04-27,P003,Product C,65,216,West
2025-04-28,P001,Product A,80,449,North
2025-04-28,P002,Product B,147,251,South
2025-04-28,P003,Product C,137,471,West
2025-04-29,P001,Product A,121,204,North
2025-04-29,P002,Product B,75,275,South
2025-04-29,P003,Product C,52,380,West
2025-04-30,P001,Product A,98,246,North
2025-04-30,P002,Product B,94,387,South
2025-04-30,P003,Product C,54,333,West
2025-05-01,P001,Product A,127,316,North
2025-05-01,P002,Product B,91,393,South
2025-05-01,P003,Product C,60,233,West
2025-05-02,P001,Product A,59,562,North
2025-05-02,P002,Product B,56,503,South
2025-05-02,P003,Product C,116,446,West
2025-05-03,P001,Product A,65,222,North
2025-05-03,P002,Product B,141,573,South
2025-05-03,P003,Product C,78,343,West
2025-05-04,P001,Product A,66,365,North
2025-05-04,P002,Product B,91,466,South
2025-05-04,P003,Product C,120,415,West
2025-05-05,P001,Product A,69,234,North
2025-05-05,P002,Product B,136,409,South
2025-05-05,P003,Product C,72,379,West
2025-05-06,P001,Product A,57,308,North
2025-05-06,P002,Product B,56,405,South
2025-05-06,P003,Product C,80,402,West
2025-05-07,P001,Product A,72,436,North
2025-05-07,P002,Product B,73,348,South
2025-05-07,P003,Product C,68,587,West
2025-05-08,P001,Product A,69,264,North
2025-05-08,P002,Product B,98,229,South
2025-05-08,P003,Product C,85,508,West
2025-05-09,P001,Product A,99,251,North
2025-05-09,P002,Product B,51,370,South
2025-05-09,P003,Product C,138,583,West
2025-05-10,P001,Product A,91,442,North
2025-05-10,P002,Product B,110,200,South
2025-05-10,P003,Product C,150,214,West
2025-05-11,P001,Product A,108,520,North
2025-05-11,P002,Product B,127,472,South
2025-05-11,P003,Product C,80,416,West
2025-05-12,P001,Product A,118,578,North
2025-05-12,P002,Product B,124,348,South
2025-05-12,P003,Product C,133,540,West
2025-05-13,P001,Product A,141,411,North
2025-05-13,P002,Product B,92,250,South
2025-05-13,P003,Product C,72,551,West
2025-05-14,P001,Product A,51,375,North
2025-05-14,P002,Product B,104,392,South
2025-05-14,P003,Product C,95,242,West
2025-05-15,P001,Product A,101,328,North
2025-05-15,P002,Product B,85,298,South
2025-05-15,P003,Product C,84,398,West
2025-05-16,P001,Product A,109,306,North
2025-05-16,P002,Product B,97,375,South
2025-05-16,P003,Product C,60,332,West
2025-05-17,P001,Product A,97,282,North
2025-05-17,P002,Product B,53,408,South
2025-05-17,P003,Product C,54,457,West
2025-05-18,P001,Product A,114,593,North
2025-05-18,P002,Product B,124,556,South
2025-05-18,P003,Product C,144,529,West
2025-05-19,P001,Product A,80,344,North
2025-05-19,P002,Product B,75,249,South
2025-05-19,P003,Product C,114,206,West
2025-05-20,P001,Product A,144,444,North
2025-05-20,P002,Product B,115,561,South
2025-05-20,P003,Product C,89,282,West
2025-05-21,P001,Product A,74,342,North
2025-05-21,P002,Product B,127,374,South
2025-05-21,P003,Product C,124,563,West
2025-05-22,P001,Product A,87,335,North
2025-05-22,P002,Product B,85,527,South
2025-05-22,P003,Product C,89,393,West
2025-05-23,P001,Product A,113,315,North
2025-05-23,P002,Product B,87,212,South
2025-05-23,P003,Product C,122,468,West
2025-05-24,P001,Product A,92,293,North
2025-05-24,P002,Product B,87,456,South
2025-05-24,P003,Product C,121,420,West
2025-05-25,P001,Product A,124,488,North
2025-05-25,P002,Product B,91,418,South
2025-05-25,P003,Product C,144,429,West
2025-05-26,P001,Product A,107,531,North
2025-05-26,P002,Product B,140,422,South
2025-05-26,P003,Product C,115,364,West
2025-05-27,P001,Product A,66,521,North
2025-05-27,P002,Product B,126,491,South
2025-05-27,P003,Product C,143,463,West
2025-05-28,P001,Product A,102,398,North
2025-05-28,P002,Product B,68,491,South
2025-05-28,P003,Product C,125,574,West
2025-05-29,P001,Product A,125,346,North
2025-05-29,P002,Product B,104,264,South
2025-05-29,P003,Product C,107,276,West
2025-05-30,P001,Product A,61,461,North
2025-05-30,P002,Product B,71,537,South
2025-05-30,P003,Product C,127,477,West
2025-05-31,P001,Product A,55,460,North
2025-05-31,P002,Product B,132,479,South
2025-05-31,P003,Product C,82,217,West
2025-06-01,P001,Product A,68,351,North
2025-06-01,P002,Product B,127,352,South
2025-06-01,P003,Product C,97,475,West
2025-06-02,P001,Product A,131,342,North
2025-06-02,P002,Product B,144,570,South
2025-06-02,P003,Product C,132,510,West
2025-06-03,P001,Product A,95,523,North
2025-06-03,P002,Product B,89,200,South
2025-06-03,P003,Product C,63,378,West
2025-06-04,P001,Product A,71,534,North
2025-06-04,P002,Product B,142,394,South
2025-06-04,P003,Product C,56,487,West
2025-06-05,P001,Product A,124,348,North
2025-06-05,P002,Product B,51,423,South
2025-06-05,P003,Product C,138,272,West
2025-06-06,P001,Product A,61,463,North
2025-06-06,P002,Product B,127,263,South
2025-06-06,P003,Product C,63,496,West
2025-06-07,P001,Product A,117,369,North
2025-06-07,P002,Product B,65,372,South
2025-06-07,P003,Product C,111,448,West
2025-06-08,P001,Product A,63,371,North
2025-06-08,P002,Product B,58,315,South
2025-06-08,P003,Product C,144,250,West
2025-06-09,P001,Product A,107,419,North
2025-06-09,P002,Product B,127,294,South
2025-06-09,P003,Product C,98,236,West
2025-06-10,P001,Product A,83,459,North
2025-06-10,P002,Product B,91,556,South
2025-06-10,P003,Product C,76,258,West
2025-06-11,P001,Product A,91,429,North
2025-06-11,P002,Product B,142,481,South
2025-06-11,P003,Product C,57,338,West
2025-06-12,P001,Product A,112,570,North
2025-06-12,P002,Product B,91,476,South
2025-06-12,P003,Product C,142,239,West
2025-06-13,P001,Product A,132,461,North
2025-06-13,P002,Product B,90,564,South
2025-06-13,P003,Product C,99,599,West
2025-06-14,P001,Product A,88,236,North
2025-06-14,P002,Product B,74,254,South
2025-06-14,P003,Product C,110,227,West
2025-06-15,P001,Product A,95,460,North
2025-06-15,P002,Product B,83,389,South
2025-06-15,P003,Product C,79,260,West
2025-06-16,P001,Product A,132,264,North
2025-06-16,P002,Product B,50,460,South
2025-06-16,P003,Product C,113,335,West
2025-06-17,P001,Product A,50,570,North
2025-06-17,P002,Product B,90,424,South
2025-06-17,P003,Product C,110,462,West
2025-06-18,P001,Product A,70,554,North
2025-06-18,P002,Product B,131,200,South
2025-06-18,P003,Product C,109,223,West
2025-06-19,P001,Product A,120,380,North
2025-06-19,P002,Product B,58,390,South
2025-06-19,P003,Product C,142,210,West
2025-06-20,P001,Product A,144,383,North
2025-06-20,P002,Product B,104,597,South
2025-06-20,P003,Product C,54,224,West
2025-06-21,P001,Product A,71,437,North
2025-06-21,P002,Product B,131,534,South
2025-06-21,P003,Product C,90,348,West
2025-06-22,P001,Product A,88,529,North
2025-06-22,P002,Product B,78,249,South
2025-06-22,P003,Product C,63,272,West
2025-06-23,P001,Product A,117,332,North
2025-06-23,P002,Product B,110,339,South
2025-06-23,P003,Product C,135,264,West
2025-06-24,P001,Product A,107,455,North
2025-06-24,P002,Product B,77,458,South
2025-06-24,P003,Product C,60,382,West
2025-06-25,P001,Product A,69,381,North
2025-06-25,P002,Product B,138,549,South
2025-06-25,P003,Product C,123,299,West
2025-06-26,P001,Product A,84,499,North
2025-06-26,P002,Product B,115,240,South
2025-06-26,P003,Product C,142,471,West
2025-06-27,P001,Product A,99,375,North
2025-06-27,P002,Product B,88,246,South
2025-06-27,P003,Product C,84,287,West
2025-06-28,P001,Product A,150,471,North
2025-06-28,P002,Product B,109,411,South
2025-06-28,P003,Product C,121,566,West
2025-06-29,P001,Product A,137,555,North
2025-06-29,P002,Product B,139,579,South
2025-06-29,P003,Product C,93,344,West
2025-06-30,P001,Product A,119,591,North
2025-06-30,P002,Product B,83,265,South
2025-06-30,P003,Product C,128,204,West
2025-07-01,P001,Product A,77,384,North
2025-07-01,P002,Product B,107,253,South
2025-07-01,P003,Product C,58,324,West
2025-07-02,P001,Product A,67,297,North
2025-07-02,P002,Product B,132,275,South
2025-07-02,P003,Product C,102,299,West
