Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Profit Margin,Price to Revenue Ratio,Lead Time Efficiency,Shipping Cost per Unit,Days in Inventory,Defect Rate per Production Volume,Revenue per Product Type,Average Shipping Time per Carrier,Manufacturing Cost per Unit,Stock Turnover Rate,Cost to Revenue Ratio
skincare,SKU66,26.03486977396209,52,704,8367.721618020154,Female,13,17,19,8,Carrier A,2.2161427287713638,supplier 5,kolkata,24,867,28,42.08443673830996,Fail,3.4480632883402618,Road,Route A,393.8433485784279,0.9949706217941476,0.003111345114289554,2.125,0.11663909098796651,0.6842105263157895,0.0039770049461825396,241628.16213306322,6.142857142857143,0.048540296122618176,1.4615384615384615,0.04706697552297554
skincare,SKU67,87.75543235400107,16,513,9473.798032508335,Unknown,12,9,71,9,Carrier C,9.147811544710631,supplier 1,mumbai,10,198,11,7.057876146978231,Pass,0.1319554443118148,Sea,Route C,169.2718013847869,0.9992550109129664,0.009262962124892,1.0,0.12884241612268493,0.16901408450704225,0.0006664416379384586,241628.16213306322,6.0344827586206895,0.03564583912615268,5.916666666666667,0.01786736436685146
haircare,SKU68,37.93181238279032,29,163,3550.218432780992,Non-binary,0,8,58,8,Carrier B,1.1942518648849991,supplier 2,bangalore,2,375,18,97.1135815634622,Fail,1.98346787217418,Rail,Route A,299.7063031181032,0.9726457446486215,0.010684360160080968,1.0,0.02059054939456895,0.0,0.005289247659131147,174455.3906054623,5.3023255813953485,0.25896955083589923,inf,0.08441911639879981
skincare,SKU69,54.86552851706979,62,511,1752.3810874841247,Non-binary,95,1,27,3,Carrier B,9.705286790120349,supplier 4,kolkata,9,862,7,77.62776581274817,Pending,1.3623879886491086,Air,Route A,207.6632062085756,0.9557015500982167,0.031309130707316446,0.3333333333333333,0.35945506630075363,3.5185185185185186,0.0015804965065534902,241628.16213306322,5.3023255813953485,0.09005541277580993,0.28421052631578947,0.11850345092842533
haircare,SKU70,47.914541824058766,90,32,7014.887987203389,Female,10,12,22,4,Carrier B,6.315717754600723,supplier 1,bangalore,22,775,16,11.440781823761265,Pass,1.8305755986122316,Road,Route C,183.272898748711,0.9983690713458815,0.0068304072583147205,3.0,0.2870780797545783,0.45454545454545453,0.0023620330304673955,174455.3906054623,5.3023255813953485,0.01476229912743389,2.2,0.02612627586969867
cosmetics,SKU71,6.381533162747966,14,637,8180.337085425443,Female,76,2,26,6,Carrier A,9.228190317052515,supplier 2,bangalore,2,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,0.9962517831285354,0.000780106381449448,0.3333333333333333,0.3549303968097121,2.923076923076923,0.00805717289874019,161521.26599948315,6.142857142857143,0.11884371115449442,0.34210526315789475,0.049529385361237105
cosmetics,SKU72,90.20442752052809,88,478,2633.121981312256,Non-binary,57,29,77,9,Carrier A,6.599614159689544,supplier 1,bangalore,21,152,11,55.76049289524421,Pending,3.213329607438309,Rail,Route B,677.9445698461833,0.9788234296432196,0.03425759541742664,3.2222222222222223,0.08570927480116292,0.7402597402597403,0.021140326364725716,161521.26599948315,6.142857142857143,0.3668453479950277,1.3508771929824561,0.2574679694513504
cosmetics,SKU73,83.8510176813046,41,375,7910.886916140686,Male,17,25,66,5,Carrier B,1.5129368369160772,supplier 4,chennai,13,444,4,46.87023879761716,Fail,4.620546064513706,Road,Route A,866.4728001296578,0.9940752232594822,0.010599445873789736,5.0,0.02292328540781935,0.25757575757575757,0.010406635280436276,161521.26599948315,5.3023255813953485,0.10556360089553415,3.8823529411764706,0.10952916017062285
haircare,SKU74,3.170011413566155,64,904,5709.945295969287,Female,41,6,1,5,Carrier A,5.237654650037448,supplier 4,delhi,1,919,9,80.58085215644782,Fail,0.3966127241099354,Rail,Route A,341.55265678322337,0.9858876314956414,0.0005551736924351798,1.2,5.237654650037448,41.0,0.0004315698847768612,174455.3906054623,6.142857142857143,0.08768319059461134,0.024390243902439025,0.05981715044176152
skincare,SKU75,92.99688423397066,29,106,1889.073589779335,Non-binary,16,20,56,10,Carrier C,2.473897761045461,supplier 1,chennai,25,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,0.9745564265468234,0.049228830860333896,2.0,0.04417674573295466,0.2857142857142857,0.0026746628309206218,241628.16213306322,6.0344827586206895,0.06332645934124716,3.5,0.4621999125611845
haircare,SKU76,69.10879954743032,23,241,5328.375984297758,Male,38,1,22,10,Carrier A,7.054538336836926,supplier 2,bangalore,25,985,24,64.32359779560022,Pending,2.1800374515822165,Rail,Route A,997.4134501331946,0.9879281045509634,0.012969955526991282,0.1,0.32066083349258756,1.7272727272727273,0.002213235991454027,174455.3906054623,6.142857142857143,0.06530314497015251,0.5789473684210527,0.1871890146401984
haircare,SKU77,57.44974295897148,14,359,2483.7601775427947,Unknown,96,28,57,4,Carrier B,6.780946625617895,supplier 1,kolkata,26,334,5,42.95244474899184,Pass,3.055141818307548,Road,Route B,852.56809891985,0.9827066859605242,0.023130148988783208,7.0,0.11896397588803326,1.6842105263157894,0.009147131192537569,174455.3906054623,5.3023255813953485,0.12860013397901748,0.59375,0.3432570127456117
haircare,SKU78,6.306883176111915,50,946,1292.4584179377562,Unknown,5,4,51,5,Carrier B,8.46704977086199,supplier 5,mumbai,25,858,21,71.12651472040338,Pending,4.096881332470452,Sea,Route C,323.59220343132216,0.9449680440521309,0.004879757126867698,0.8,0.16602058374239198,0.09803921568627451,0.00477491996791428,174455.3906054623,5.3023255813953485,0.08289803580466594,10.2,0.2503695275145835
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,supplier 3,bangalore,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,0.9926640977310419,0.007232733267430197,25.0,0.32481626821475224,1.55,0.000727507138072843,174455.3906054623,5.3023255813953485,0.2538197496668258,0.6451612903225806,0.04455780832645743
skincare,SKU80,91.12831835044432,75,872,8651.672682982065,Unknown,39,14,41,2,Carrier C,2.8331846794189746,supplier 3,chennai,8,202,5,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.7798504943445,0.9911044683676946,0.010533028893903338,7.0,0.06910206535168231,0.9512195121951219,0.014107238606462033,241628.16213306322,6.0344827586206895,0.3809961783357426,1.0512820512820513,0.09105520739867055
haircare,SKU81,72.81920693031822,9,774,4384.413400045863,Unknown,48,6,8,5,Carrier B,4.066277501512044,supplier 3,delhi,28,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,0.9954863761383229,0.01660865440506967,1.2,0.5082846876890055,6.0,0.00364978097643082,174455.3906054623,5.3023255813953485,0.028351852352297424,0.16666666666666666,0.0631277917232676
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,supplier 2,mumbai,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,0.9984829428746295,0.005787536753871255,19.0,0.06539141491030459,0.5833333333333334,0.004332855548295662,241628.16213306322,6.142857142857143,0.004675684225071456,1.7142857142857142,0.20044241018145836
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,supplier 1,bangalore,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,0.9594773894079721,0.02857307509400453,3.0,0.7071199397138498,9.285714285714286,0.0017449348398809205,174455.3906054623,5.3023255813953485,0.22061082122016487,0.1076923076923077,0.2831842879590265
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,supplier 5,chennai,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,0.9834942147522432,0.043501829793877164,2.6,0.1047701953115329,0.9125,0.008223186039249646,174455.3906054623,6.142857142857143,0.057400061991866036,1.095890410958904,0.22724173982878076
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,supplier 5,chennai,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,0.9919479031430007,0.008861994643870314,9.0,0.1249874046192686,0.22727272727272727,0.00651388151538274,161521.26599948315,6.0344827586206895,0.33141869914062705,4.4,0.09703216761128115
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,supplier 1,mumbai,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,0.9393221255995431,0.016264088201540846,2.3333333333333335,0.06610478682516144,1.4545454545454546,0.003605470880081277,241628.16213306322,5.3023255813953485,0.13112297011457766,0.6875,0.21491283174395798
haircare,SKU87,80.41403665035574,24,79,5133.846701086692,Male,5,7,55,10,Carrier A,6.575803797548535,supplier 3,chennai,27,523,17,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.3592177349243,0.9944102349573336,0.015663505619155776,0.7,0.11956006904633701,0.09090909090909091,0.00706259615265636,174455.3906054623,6.142857142857143,0.054869974807157114,11.0,0.17128661390469424
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,supplier 2,mumbai,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,0.9927806478124709,0.007969556681614778,2.5714285714285716,0.0447206250933068,0.7058823529411765,0.0007578220376526034,161521.26599948315,6.142857142857143,0.07154765903152274,1.4166666666666667,0.011002550159329697
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,supplier 1,kolkata,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,0.9921339459362128,0.016500476519852078,0.125,0.36777097204730597,3.3333333333333335,0.005155853335024526,161521.26599948315,5.3023255813953485,0.12595641454498505,0.3,0.08734644735640573
skincare,SKU90,13.881913501359142,56,320,9592.633570280312,Non-binary,66,18,96,7,Carrier B,7.674430708112694,supplier 3,bangalore,8,585,8,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.0784725058112,0.9910685670720044,0.0014471431020119212,2.5714285714285716,0.07994198654284056,0.6875,0.002084414058805792,241628.16213306322,5.3023255813953485,0.14645463818085125,1.4545454545454546,0.10321237283296746
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,supplier 4,delhi,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,0.9794477351796337,0.03209577688148907,3.142857142857143,0.087900165698837,1.1529411764705881,0.0030241635662289594,161521.26599948315,5.3023255813953485,0.19213952899681147,0.8673469387755102,0.5150758659460595
cosmetics,SKU92,47.71423307582023,44,276,2100.1297546259366,Male,90,25,10,8,Carrier B,4.469500026123601,supplier 2,mumbai,4,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,0.9701862752728978,0.02271965956899593,3.125,0.4469500026123601,9.0,0.0004969177723170479,161521.26599948315,5.3023255813953485,0.0933125043153716,0.1111111111111111,0.10956122212446143
haircare,SKU93,69.29083100290549,88,114,4531.4021336919095,Unknown,63,17,66,1,Carrier C,7.0064320590043945,supplier 4,chennai,21,824,20,35.63365234334388,Fail,4.165781795424145,Air,Route A,823.5238458881558,0.9921362855707728,0.015291256206928507,17.0,0.10615806150006658,0.9545454545454546,0.005055560431339982,174455.3906054623,6.0344827586206895,0.04324472371765034,1.0476190476190477,0.18173709187385648
cosmetics,SKU94,3.037688724631414,97,987,7888.356546661873,Unknown,77,26,72,9,Carrier B,6.942945942032581,supplier 2,delhi,12,908,14,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.6652569866948,0.9923447452891291,0.0003850851196523156,2.888888888888889,0.09642980475045251,1.0694444444444444,0.001611902531357687,161521.26599948315,5.3023255813953485,0.06650592358464992,0.935064935064935,0.10733100766660697
haircare,SKU95,77.90392721944775,65,672,7386.363944048664,Unknown,15,14,26,9,Carrier B,8.630338869602754,supplier 4,mumbai,18,450,26,58.89068576858998,Pending,1.2108821295850665,Air,Route A,778.8642413766479,0.9920271074896007,0.010546992784212379,1.5555555555555556,0.3319361103693367,0.5769230769230769,0.002690849176855703,174455.3906054623,5.3023255813953485,0.13086819059686663,1.7333333333333334,0.10544623136315857
cosmetics,SKU96,24.42313142037338,29,324,7698.424765632117,Non-binary,67,2,32,3,Carrier C,5.352878043996809,supplier 3,mumbai,28,648,28,17.80375633139127,Pending,3.872047681482133,Road,Route A,188.74214114905695,0.9976873507407812,0.0031724842631969266,0.6666666666666666,0.1672774388749003,2.09375,0.005975382224509464,161521.26599948315,6.0344827586206895,0.027474932610171712,0.47761194029850745,0.024516981966447696
haircare,SKU97,3.526111259143416,56,62,4370.916579984536,Male,46,19,4,9,Carrier A,7.904845611209675,supplier 4,mumbai,10,535,13,65.76515592636746,Fail,3.376237834717981,Road,Route A,540.1324228679678,0.9849539210545628,0.0008067212436151987,2.111111111111111,1.9762114028024187,11.5,0.006310724924706507,174455.3906054623,6.142857142857143,0.12292552509601394,0.08695652173913043,0.12357417786039712
skincare,SKU98,19.7546048668786,43,913,8525.952559683526,Female,53,1,27,7,Carrier B,1.409801095138073,supplier 5,chennai,28,581,9,5.604690864371781,Pending,2.908122169351261,Rail,Route A,882.1988635470415,0.999342631708875,0.002316996808109365,0.14285714285714285,0.05221485537548419,1.962962962962963,0.0050053737854582805,241628.16213306322,5.3023255813953485,0.009646627993755217,0.5094339622641509,0.1034721759676068
haircare,SKU99,68.51783269927664,17,627,9185.185829181704,Unknown,55,8,59,6,Carrier B,1.3110237561206226,supplier 2,chennai,29,921,2,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612,0.9958549669839377,0.007459602230538737,1.3333333333333333,0.022220741629163095,0.9322033898305084,0.0003757082418083642,174455.3906054623,5.3023255813953485,0.041338652031081474,1.0727272727272728,0.022943793722137566
